,silh_score,method,factor
133,-0.0011212266981601715,bbknn,Batch
134,0.0060825590044260025,bbknn,Batch
135,0.006101071368902922,bbknn,Batch
136,0.003490818664431572,bbknn,Batch
137,-0.0022897038143128157,bbknn,Batch
138,0.002779338276013732,bbknn,Batch
139,0.00734395207837224,bbknn,Batch
140,-0.002614883240312338,bbknn,Batch
141,0.001824829145334661,bbknn,Batch
142,0.0018333810148760676,bbknn,Batch
143,0.004234807100147009,bbknn,Batch
144,0.001702705048955977,bbknn,Batch
145,0.005261899437755346,bbknn,Batch
146,0.00489037623628974,bbknn,Batch
147,0.008657895028591156,bbknn,Batch
148,-0.0018818170065060258,bbknn,Batch
149,0.002353229559957981,bbknn,Batch
150,-0.0016334597021341324,bbknn,Batch
151,-0.00537512544542551,bbknn,Batch
152,-0.0014042624970898032,bbknn,Batch
153,-0.0018167599337175488,bbknn,Batch
154,0.006337685044854879,bbknn,Batch
155,-0.0019735856913030148,bbknn,Batch
156,0.0018362543778494,bbknn,Batch
157,-0.0021456123795360327,bbknn,Batch
158,0.0009046836057677865,bbknn,Batch
159,0.0016912297578528523,bbknn,Batch
160,-0.0014753759605810046,bbknn,Batch
161,0.005749396979808807,bbknn,Batch
162,-0.004908613860607147,bbknn,Batch
163,-0.00220507918857038,bbknn,Batch
164,-0.004084589891135693,bbknn,Batch
165,3.246870619477704e-05,bbknn,Batch
166,-0.000278586900094524,bbknn,Batch
167,-0.0015064902836456895,bbknn,Batch
168,-0.0036500447895377874,bbknn,Batch
169,-0.004781328607350588,bbknn,Batch
170,-0.006204294040799141,bbknn,Batch
171,0.0018040129216387868,bbknn,Batch
172,-0.0019310436910018325,bbknn,Batch
173,-0.0026938249357044697,bbknn,Batch
174,0.007106073200702667,bbknn,Batch
175,0.002376252319663763,bbknn,Batch
176,0.0016842135228216648,bbknn,Batch
177,0.0016466804081574082,bbknn,Batch
178,-0.002925040666013956,bbknn,Batch
179,-0.004797134082764387,bbknn,Batch
180,-0.0021414263173937798,bbknn,Batch
181,-0.0028534927405416965,bbknn,Batch
182,0.0041832830756902695,bbknn,Batch
183,0.004714051261544228,bbknn,Batch
184,-5.1437687943689525e-05,bbknn,Batch
185,-0.0029298963490873575,bbknn,Batch
186,0.00998785812407732,bbknn,Batch
187,0.006729118525981903,bbknn,Batch
188,0.0018096687272191048,bbknn,Batch
189,0.0007055380847305059,bbknn,Batch
190,0.003523474559187889,bbknn,Batch
191,0.0006632217555306852,bbknn,Batch
192,0.004596420098096132,bbknn,Batch
193,0.0004680063866544515,bbknn,Batch
194,-0.0017972651403397322,bbknn,Batch
195,-0.005276077426970005,bbknn,Batch
196,0.0023247243370860815,bbknn,Batch
197,0.0018996305298060179,bbknn,Batch
198,0.01229618489742279,bbknn,Batch
199,-0.0012063597096130252,bbknn,Batch
200,0.0023662850726395845,bbknn,Batch
201,0.0017354772426187992,bbknn,Batch
202,-0.0020872915629297495,bbknn,Batch
203,-0.0020047430880367756,bbknn,Batch
204,-0.00019068122492171824,bbknn,Batch
205,-0.002798437839373946,bbknn,Batch
206,-4.9611324357101694e-05,bbknn,Batch
207,0.0020335258450359106,bbknn,Batch
208,-0.0018233481096103787,bbknn,Batch
209,-0.0008407005807384849,bbknn,Batch
210,-0.002487998455762863,bbknn,Batch
211,0.003212330397218466,bbknn,Batch
212,0.0014989703195169568,bbknn,Batch
213,-0.0027731633745133877,bbknn,Batch
214,-0.0014183298917487264,bbknn,Batch
215,0.0002959221601486206,bbknn,Batch
216,0.003916800953447819,bbknn,Batch
217,-0.0026488727889955044,bbknn,Batch
218,0.0050270273350179195,bbknn,Batch
219,-0.00211723824031651,bbknn,Batch
220,0.003909224644303322,bbknn,Batch
221,0.007627662271261215,bbknn,Batch
222,0.0004307001654524356,bbknn,Batch
223,0.00859384797513485,bbknn,Batch
224,-0.0004338738217484206,bbknn,Batch
225,-2.0146653696428984e-06,bbknn,Batch
226,-0.004191762302070856,bbknn,Batch
227,0.003316272981464863,bbknn,Batch
228,0.003723433241248131,bbknn,Batch
229,0.003435631049796939,bbknn,Batch
230,0.009567336179316044,bbknn,Batch
231,0.02211456187069416,bbknn,Batch
232,0.005145934876054525,bbknn,Batch
233,0.005179010331630707,bbknn,Batch
234,0.0033568451181054115,bbknn,Batch
235,0.010309425182640553,bbknn,Batch
236,0.0022183505352586508,bbknn,Batch
237,0.015467529185116291,bbknn,Batch
238,0.01270817220211029,bbknn,Batch
239,0.007517210207879543,bbknn,Batch
240,0.004819192923605442,bbknn,Batch
241,0.0020748127717524767,bbknn,Batch
242,0.012224427424371243,bbknn,Batch
243,0.009042575024068356,bbknn,Batch
244,0.005709026474505663,bbknn,Batch
245,0.006079999264329672,bbknn,Batch
246,0.0010122800013050437,bbknn,Batch
247,0.004655631724745035,bbknn,Batch
248,0.013795080594718456,bbknn,Batch
249,0.00640319287776947,bbknn,Batch
250,0.015920575708150864,bbknn,Batch
251,0.011160741560161114,bbknn,Batch
252,0.015568481758236885,bbknn,Batch
253,0.002813123632222414,bbknn,Batch
254,0.01292352844029665,bbknn,Batch
255,0.002558405976742506,bbknn,Batch
256,0.007277393713593483,bbknn,Batch
257,0.00531016243621707,bbknn,Batch
258,0.005252946633845568,bbknn,Batch
259,-0.0037692587357014418,bbknn,Batch
260,0.007636040914803743,bbknn,Batch
261,0.004614218138158321,bbknn,Batch
262,0.007353771012276411,bbknn,Batch
263,0.0015352449845522642,bbknn,Batch
264,0.004965057130903006,bbknn,Batch
265,0.008497033268213272,bbknn,Batch
266,0.005567322950810194,bbknn,Batch
267,0.0011353973532095551,bbknn,Batch
268,0.002283854875713587,bbknn,Batch
269,0.0006952824769541621,bbknn,Batch
270,0.001965713920071721,bbknn,Batch
271,0.014361532405018806,bbknn,Batch
272,0.006498502101749182,bbknn,Batch
273,0.011136002838611603,bbknn,Batch
274,0.004502478521317244,bbknn,Batch
275,0.008780788630247116,bbknn,Batch
276,-0.0028839227743446827,bbknn,Batch
277,0.009126951918005943,bbknn,Batch
278,0.007706300355494022,bbknn,Batch
279,0.0043779173865914345,bbknn,Batch
280,0.012499799951910973,bbknn,Batch
281,0.01697205752134323,bbknn,Batch
282,0.003967154771089554,bbknn,Batch
283,0.0021876150276511908,bbknn,Batch
284,0.005131767597049475,bbknn,Batch
285,0.00024977489374578,bbknn,Batch
286,0.006509436294436455,bbknn,Batch
287,0.01065598614513874,bbknn,Batch
288,0.007949831895530224,bbknn,Batch
289,0.0074813780374825,bbknn,Batch
290,0.01848590560257435,bbknn,Batch
291,0.006745481863617897,bbknn,Batch
292,0.006004704628139734,bbknn,Batch
293,0.006630644202232361,bbknn,Batch
294,0.00418098783120513,bbknn,Batch
295,-0.0003440906584728509,bbknn,Batch
296,0.008707295171916485,bbknn,Batch
297,0.0015049539506435394,bbknn,Batch
298,0.004191733431071043,bbknn,Batch
299,0.0028872028924524784,bbknn,Batch
300,0.010301615111529827,bbknn,Batch
301,0.011068890802562237,bbknn,Batch
302,0.00764735322445631,bbknn,Batch
303,0.0013212476624175906,bbknn,Batch
304,0.019328992813825607,bbknn,Batch
305,0.0005027244333177805,bbknn,Batch
306,-0.001703184680081904,bbknn,Batch
307,0.008837448433041573,bbknn,Batch
308,0.005376750137656927,bbknn,Batch
309,0.012192022986710072,bbknn,Batch
310,-0.0012450452195480466,bbknn,Batch
311,0.0053458441980183125,bbknn,Batch
312,0.005241194274276495,bbknn,Batch
313,0.008257479406893253,bbknn,Batch
314,0.010842667892575264,bbknn,Batch
315,0.010998409241437912,bbknn,Batch
316,0.02012523077428341,bbknn,Batch
317,0.010768120177090168,bbknn,Batch
318,0.007985149510204792,bbknn,Batch
319,0.006974114570766687,bbknn,Batch
320,0.008519157767295837,bbknn,Batch
321,0.013799195177853107,bbknn,Batch
322,0.00862814113497734,bbknn,Batch
323,0.009739256463944912,bbknn,Batch
324,0.0040621645748615265,bbknn,Batch
325,0.015887882560491562,bbknn,Batch
326,0.01371651329100132,bbknn,Batch
327,0.02419581264257431,bbknn,Batch
328,0.005977990571409464,bbknn,Batch
329,0.01012171246111393,bbknn,Batch
330,0.01777799054980278,bbknn,Batch
331,0.01402328722178936,bbknn,Batch
332,0.02054573968052864,bbknn,Batch
333,0.019106760621070862,bbknn,Batch
334,0.016990263015031815,bbknn,Batch
335,0.022059593349695206,bbknn,Batch
336,0.011492199264466763,bbknn,Batch
337,0.02033090591430664,bbknn,Batch
338,0.015542281791567802,bbknn,Batch
339,0.016726918518543243,bbknn,Batch
340,0.009257061406970024,bbknn,Batch
341,0.015706857666373253,bbknn,Batch
342,0.012188946828246117,bbknn,Batch
343,0.023066865280270576,bbknn,Batch
344,0.01926306076347828,bbknn,Batch
345,0.016963016241788864,bbknn,Batch
346,0.010257969610393047,bbknn,Batch
347,0.019468264654278755,bbknn,Batch
348,0.018826909363269806,bbknn,Batch
349,0.021130258217453957,bbknn,Batch
350,0.01862350106239319,bbknn,Batch
351,0.01759490557014942,bbknn,Batch
352,0.016052456572651863,bbknn,Batch
353,0.005304662510752678,bbknn,Batch
354,0.02120683528482914,bbknn,Batch
355,0.013473626226186752,bbknn,Batch
356,0.01604294590651989,bbknn,Batch
357,0.015932591632008553,bbknn,Batch
358,0.016097387298941612,bbknn,Batch
359,0.00598437013104558,bbknn,Batch
360,0.010909068398177624,bbknn,Batch
361,0.01935938000679016,bbknn,Batch
362,0.018331700935959816,bbknn,Batch
363,0.011565696448087692,bbknn,Batch
364,0.012966359965503216,bbknn,Batch
365,0.017450354993343353,bbknn,Batch
366,0.016628265380859375,bbknn,Batch
367,0.021721327677369118,bbknn,Batch
368,0.015297158621251583,bbknn,Batch
369,0.008583628572523594,bbknn,Batch
370,0.014651910401880741,bbknn,Batch
371,0.018202822655439377,bbknn,Batch
372,0.01185558456927538,bbknn,Batch
373,0.017684899270534515,bbknn,Batch
374,0.025373494252562523,bbknn,Batch
375,0.013883688487112522,bbknn,Batch
376,0.018844937905669212,bbknn,Batch
377,0.024977143853902817,bbknn,Batch
378,0.017951320856809616,bbknn,Batch
379,0.018735842779278755,bbknn,Batch
380,0.022792678326368332,bbknn,Batch
381,0.02770085260272026,bbknn,Batch
382,0.01982973702251911,bbknn,Batch
383,0.012914909049868584,bbknn,Batch
384,0.022600334137678146,bbknn,Batch
385,0.026607349514961243,bbknn,Batch
386,0.01090655755251646,bbknn,Batch
387,0.014809914864599705,bbknn,Batch
388,0.02162822335958481,bbknn,Batch
389,0.015687713399529457,bbknn,Batch
390,0.016473643481731415,bbknn,Batch
391,0.01298039872199297,bbknn,Batch
392,0.014833076857030392,bbknn,Batch
393,0.004763240460306406,bbknn,Batch
394,0.01376128476113081,bbknn,Batch
395,0.02310461550951004,bbknn,Batch
396,0.009998723864555359,bbknn,Batch
397,0.01562339998781681,bbknn,Batch
398,0.013588299043476582,bbknn,Batch
399,0.014180328696966171,bbknn,Batch
400,0.01595664955675602,bbknn,Batch
401,0.020177029073238373,bbknn,Batch
402,0.00868372991681099,bbknn,Batch
403,0.022541593760252,bbknn,Batch
404,0.01459440402686596,bbknn,Batch
405,0.012897689826786518,bbknn,Batch
406,0.015820864588022232,bbknn,Batch
407,0.015655789524316788,bbknn,Batch
408,0.026112250983715057,bbknn,Batch
409,0.022548295557498932,bbknn,Batch
410,0.01406467892229557,bbknn,Batch
411,0.015108747407793999,bbknn,Batch
412,0.023743940517306328,bbknn,Batch
413,0.012430676259100437,bbknn,Batch
414,0.02002791501581669,bbknn,Batch
415,0.01669367216527462,bbknn,Batch
416,0.02821495570242405,bbknn,Batch
417,0.07542731612920761,bbknn,Cell type
418,0.08021926879882812,bbknn,Cell type
419,-0.0039206151850521564,bbknn,Cell type
420,0.0022755651734769344,bbknn,Cell type
421,0.06812888383865356,bbknn,Cell type
422,0.05108964070677757,bbknn,Cell type
423,0.0715818852186203,bbknn,Cell type
424,0.07750951498746872,bbknn,Cell type
425,0.06340032815933228,bbknn,Cell type
426,0.07632289826869965,bbknn,Cell type
427,0.004679093137383461,bbknn,Cell type
428,0.08276702463626862,bbknn,Cell type
429,0.07429659366607666,bbknn,Cell type
430,0.08156751096248627,bbknn,Cell type
431,0.08054511249065399,bbknn,Cell type
432,-0.01874704658985138,bbknn,Cell type
433,0.08115001022815704,bbknn,Cell type
434,0.062010813504457474,bbknn,Cell type
435,0.07552312314510345,bbknn,Cell type
436,0.08326705545186996,bbknn,Cell type
437,0.07401371747255325,bbknn,Cell type
438,-0.0005516548408195376,bbknn,Cell type
439,0.06461109220981598,bbknn,Cell type
440,0.0019292992074042559,bbknn,Cell type
441,0.06635961681604385,bbknn,Cell type
442,0.06851035356521606,bbknn,Cell type
443,0.06194134056568146,bbknn,Cell type
444,0.08091071248054504,bbknn,Cell type
445,0.048451170325279236,bbknn,Cell type
446,-0.005183580331504345,bbknn,Cell type
447,0.06416276097297668,bbknn,Cell type
448,0.058338191360235214,bbknn,Cell type
449,0.06264233589172363,bbknn,Cell type
450,0.0627138540148735,bbknn,Cell type
451,0.05762900412082672,bbknn,Cell type
452,0.058077894151210785,bbknn,Cell type
453,0.001036435249261558,bbknn,Cell type
454,0.06753402948379517,bbknn,Cell type
455,0.07007449865341187,bbknn,Cell type
456,0.07846875488758087,bbknn,Cell type
457,0.07500039041042328,bbknn,Cell type
458,0.07620891183614731,bbknn,Cell type
459,0.0562928169965744,bbknn,Cell type
460,0.07629767060279846,bbknn,Cell type
461,0.0785936489701271,bbknn,Cell type
462,0.06578076630830765,bbknn,Cell type
463,0.04559437558054924,bbknn,Cell type
464,0.0350668840110302,bbknn,Cell type
465,0.0662492886185646,bbknn,Cell type
466,0.017629209905862808,bbknn,Cell type
467,0.05639226362109184,bbknn,Cell type
468,0.023526044562458992,bbknn,Cell type
469,0.04230841249227524,bbknn,Cell type
470,0.048469893634319305,bbknn,Cell type
471,0.06000183895230293,bbknn,Cell type
472,0.04195893555879593,bbknn,Cell type
473,0.06100047379732132,bbknn,Cell type
474,0.06612566113471985,bbknn,Cell type
475,0.05803873762488365,bbknn,Cell type
476,0.050826266407966614,bbknn,Cell type
477,0.009332398883998394,bbknn,Cell type
478,0.052375923842191696,bbknn,Cell type
479,0.06136758252978325,bbknn,Cell type
480,0.0705067440867424,bbknn,Cell type
481,0.06313678622245789,bbknn,Cell type
482,0.05863701179623604,bbknn,Cell type
483,0.05706038698554039,bbknn,Cell type
484,0.03966927528381348,bbknn,Cell type
485,0.025349078699946404,bbknn,Cell type
486,0.046459998935461044,bbknn,Cell type
487,0.05500628799200058,bbknn,Cell type
488,-0.03527887165546417,bbknn,Cell type
489,0.053776536136865616,bbknn,Cell type
490,0.06605295836925507,bbknn,Cell type
491,0.06991101801395416,bbknn,Cell type
492,0.0576673224568367,bbknn,Cell type
493,0.06538625806570053,bbknn,Cell type
494,0.05215692147612572,bbknn,Cell type
495,0.004085834603756666,bbknn,Cell type
496,0.05223211646080017,bbknn,Cell type
497,0.06204034760594368,bbknn,Cell type
498,0.03030574880540371,bbknn,Cell type
499,0.04558831453323364,bbknn,Cell type
500,0.06281367689371109,bbknn,Cell type
501,-0.04474814981222153,bbknn,Cell type
502,0.027130721136927605,bbknn,Cell type
503,0.06343358755111694,bbknn,Cell type
504,0.05400028079748154,bbknn,Cell type
505,0.07866210490465164,bbknn,Cell type
506,0.052921079099178314,bbknn,Cell type
507,0.07066912949085236,bbknn,Cell type
508,0.061381276696920395,bbknn,Cell type
509,0.04053720086812973,bbknn,Cell type
510,0.061113372445106506,bbknn,Cell type
511,0.06278695166110992,bbknn,Cell type
512,0.042042650282382965,bbknn,Cell type
513,0.10229752957820892,bbknn,Cell type
514,0.026547376066446304,bbknn,Cell type
515,0.1310761421918869,bbknn,Cell type
516,0.14828157424926758,bbknn,Cell type
517,0.09883417189121246,bbknn,Cell type
518,0.061446987092494965,bbknn,Cell type
519,0.1346898376941681,bbknn,Cell type
520,0.007855131290853024,bbknn,Cell type
521,0.09556140750646591,bbknn,Cell type
522,0.08579587936401367,bbknn,Cell type
523,0.10302571207284927,bbknn,Cell type
524,0.07994043827056885,bbknn,Cell type
525,0.12267166376113892,bbknn,Cell type
526,0.10202395915985107,bbknn,Cell type
527,0.007421334274113178,bbknn,Cell type
528,0.08617173135280609,bbknn,Cell type
529,0.12166023254394531,bbknn,Cell type
530,0.09524399787187576,bbknn,Cell type
531,0.11355557292699814,bbknn,Cell type
532,0.12549127638339996,bbknn,Cell type
533,0.1028752252459526,bbknn,Cell type
534,0.13699106872081757,bbknn,Cell type
535,0.0682487040758133,bbknn,Cell type
536,-0.002020382322371006,bbknn,Cell type
537,0.0012397423852235079,bbknn,Cell type
538,0.11416182667016983,bbknn,Cell type
539,0.08722174167633057,bbknn,Cell type
540,0.12528501451015472,bbknn,Cell type
541,0.09938231855630875,bbknn,Cell type
542,0.08974920958280563,bbknn,Cell type
543,0.07271585613489151,bbknn,Cell type
544,0.12598711252212524,bbknn,Cell type
545,0.02535548433661461,bbknn,Cell type
546,0.011678614653646946,bbknn,Cell type
547,0.11757504940032959,bbknn,Cell type
548,0.11981178820133209,bbknn,Cell type
549,0.11250676214694977,bbknn,Cell type
550,0.05918169021606445,bbknn,Cell type
551,0.05383582413196564,bbknn,Cell type
552,0.04846674203872681,bbknn,Cell type
553,0.05742025002837181,bbknn,Cell type
554,0.06054399535059929,bbknn,Cell type
555,0.05092501640319824,bbknn,Cell type
556,0.044154711067676544,bbknn,Cell type
557,0.059911489486694336,bbknn,Cell type
558,0.005620363634079695,bbknn,Cell type
559,0.05347762256860733,bbknn,Cell type
560,0.0522589348256588,bbknn,Cell type
561,0.04759780317544937,bbknn,Cell type
562,0.04897845536470413,bbknn,Cell type
563,0.043257880955934525,bbknn,Cell type
564,0.05327269807457924,bbknn,Cell type
565,0.07470058649778366,bbknn,Cell type
566,0.03660981357097626,bbknn,Cell type
567,0.050494011491537094,bbknn,Cell type
568,0.04404813423752785,bbknn,Cell type
569,0.05773577466607094,bbknn,Cell type
570,0.06457730382680893,bbknn,Cell type
571,0.07031399011611938,bbknn,Cell type
572,0.05751920863986015,bbknn,Cell type
573,0.042035944759845734,bbknn,Cell type
574,0.04174424707889557,bbknn,Cell type
575,0.045189447700977325,bbknn,Cell type
576,0.05304389074444771,bbknn,Cell type
577,0.04695867374539375,bbknn,Cell type
578,0.05585420876741409,bbknn,Cell type
579,0.04777517169713974,bbknn,Cell type
580,0.05456819385290146,bbknn,Cell type
581,0.06654098629951477,bbknn,Cell type
582,0.06433505564928055,bbknn,Cell type
583,0.06221267208456993,bbknn,Cell type
584,0.05929892510175705,bbknn,Cell type
585,0.0030458271503448486,bbknn,Cell type
586,0.0544857457280159,bbknn,Cell type
587,0.06113135442137718,bbknn,Cell type
588,0.050457026809453964,bbknn,Cell type
589,0.052921097725629807,bbknn,Cell type
590,0.06776142120361328,bbknn,Cell type
591,0.07201031595468521,bbknn,Cell type
592,0.06820553541183472,bbknn,Cell type
593,0.05782758817076683,bbknn,Cell type
594,0.015011859126389027,bbknn,Cell type
595,0.04528322070837021,bbknn,Cell type
596,0.029897065833210945,bbknn,Cell type
597,0.0806952565908432,bbknn,Cell type
598,0.05366852134466171,bbknn,Cell type
599,0.04469062760472298,bbknn,Cell type
600,0.0651990994811058,bbknn,Cell type
601,0.03391995653510094,bbknn,Cell type
602,0.05935733765363693,bbknn,Cell type
603,-0.008104726672172546,bbknn,Cell type
604,0.039908867329359055,bbknn,Cell type
605,0.059237610548734665,bbknn,Cell type
606,0.04746142029762268,bbknn,Cell type
607,0.054550651460886,bbknn,Cell type
608,0.05282928794622421,bbknn,Cell type
609,0.06148122251033783,bbknn,Cell type
610,0.07326997071504593,bbknn,Cell type
611,0.05178330838680267,bbknn,Cell type
612,0.05706494301557541,bbknn,Cell type
613,0.05897315591573715,bbknn,Cell type
614,0.010136902332305908,bbknn,Cell type
615,0.015906047075986862,bbknn,Cell type
616,0.042910005897283554,bbknn,Cell type
617,0.05744883790612221,bbknn,Cell type
618,0.05996634066104889,bbknn,Cell type
619,0.06778943538665771,bbknn,Cell type
620,0.06684543192386627,bbknn,Cell type
621,0.049148134887218475,bbknn,Cell type
622,0.05146525800228119,bbknn,Cell type
623,0.04986046627163887,bbknn,Cell type
624,0.05013374239206314,bbknn,Cell type
625,0.02202812395989895,bbknn,Cell type
626,0.04967157915234566,bbknn,Cell type
627,0.03660224750638008,bbknn,Cell type
628,0.0621224083006382,bbknn,Cell type
629,0.0410744808614254,bbknn,Cell type
630,0.0649280771613121,bbknn,Cell type
631,0.04986618086695671,bbknn,Cell type
632,0.05050644278526306,bbknn,Cell type
633,0.060736559331417084,bbknn,Cell type
634,-0.0038372487761080265,bbknn,Cell type
635,0.044228360056877136,bbknn,Cell type
636,0.01701533794403076,bbknn,Cell type
637,0.060126613825559616,bbknn,Cell type
638,0.06028192490339279,bbknn,Cell type
639,0.0386791005730629,bbknn,Cell type
640,-0.0054105003364384174,bbknn,Cell type
641,0.06996452063322067,bbknn,Cell type
642,0.059457823634147644,bbknn,Cell type
643,0.045275602489709854,bbknn,Cell type
644,0.05779624357819557,bbknn,Cell type
645,0.043826598674058914,bbknn,Cell type
646,0.047322504222393036,bbknn,Cell type
647,0.049369361251592636,bbknn,Cell type
648,0.014973216690123081,bbknn,Cell type
649,0.04854384809732437,bbknn,Cell type
650,0.03990279883146286,bbknn,Cell type
651,0.036368753761053085,bbknn,Cell type
652,0.026438653469085693,bbknn,Cell type
653,0.03510376438498497,bbknn,Cell type
654,0.03999185189604759,bbknn,Cell type
655,0.05743911862373352,bbknn,Cell type
656,0.032716087996959686,bbknn,Cell type
657,0.04612870514392853,bbknn,Cell type
658,0.04200039058923721,bbknn,Cell type
659,0.0303505752235651,bbknn,Cell type
660,0.045562926679849625,bbknn,Cell type
661,0.05672701075673103,bbknn,Cell type
662,0.05220591276884079,bbknn,Cell type
663,0.057941894978284836,bbknn,Cell type
664,0.06596259027719498,bbknn,Cell type
665,0.04789002612233162,bbknn,Cell type
666,0.0621887668967247,bbknn,Cell type
667,0.03480866923928261,bbknn,Cell type
668,0.05067947506904602,bbknn,Cell type
669,-0.038555171340703964,bbknn,Cell type
670,0.04611196741461754,bbknn,Cell type
671,0.033335477113723755,bbknn,Cell type
672,0.04930907115340233,bbknn,Cell type
673,0.05120902135968208,bbknn,Cell type
674,0.04662792757153511,bbknn,Cell type
675,0.04212217405438423,bbknn,Cell type
