,bbknn_bt_b,bbknn_bt,base_bt_b,base_bt,regr_bt_b,regr_bt,combat_bt_b,combat_bt,scanorama_bt_b,scanorama_bt,mnn_bt_b,mnn_bt
0,0.02648600467168745,0.2646501733430328,0.030694861,0.26242453,0.008210663,0.2783138,0.002918407348755,0.3041556554667494,-0.02728556,0.09952048,-0.020996945,0.29633105
1,0.05025188630500753,0.2848720885926897,0.054948576,0.2834978,-0.04055544,0.28005508,-0.0155055963809297,0.2857714117310196,0.030155916,0.10254015,-0.040093567,0.30623597
2,0.04882928698319814,0.27514313694855713,0.052268,0.27210772,-0.03742395,0.26542985,-0.0154430768028261,0.2740277076161385,0.027848858,0.08657637,-0.040871583,0.26040947
3,0.06562249716641687,0.2917692450395131,0.066357225,0.2880563,-0.03993029,0.28114587,-0.0135077277295358,0.291282961881789,0.024472144,0.09247505,-0.028443504,0.27466676
4,0.039034627673056106,0.272201199842215,0.040533975,0.26733086,0.0042582876,0.28238383,0.0029279544516697,0.3096311051017205,-0.029009728,0.096712954,-0.027304709,0.29159483
5,0.0567257830993223,0.2906255768414535,0.061370324,0.2866238,-0.038117725,0.27988312,-0.0140767303153068,0.293333191384271,0.028006835,0.112489395,-0.040535014,0.30026272
6,0.06476705585044168,0.2828113642058334,0.06760761,0.2811846,-0.037813347,0.2737843,-0.0124909497775408,0.2826370984208236,0.02738402,0.100960314,-0.022055335,0.3197205
7,0.05621978590609427,0.27121015794367864,0.057862457,0.2672232,-0.036766116,0.26206446,-0.0144750790461745,0.2713228128129946,0.02715945,0.10205367,-0.046541955,0.3075296
8,0.05369842066980948,0.272176224657646,0.05742513,0.26757812,-0.03468234,0.25841415,-0.0130585184397902,0.2662538214591117,0.028846467,0.09990358,-0.025773905,0.32705864
9,0.03535289856354577,0.22174875305686273,0.03782168,0.21890548,0.0045378897,0.23650217,0.0005991368191631,0.2565664177462046,-0.03456216,0.1106136,-0.03794444,0.3159593
10,0.06371086279683995,0.27371285116551014,0.06819373,0.2705461,-0.03482825,0.26153398,-0.0129819484186772,0.2693204913502436,0.023486504,0.08281328,-0.0026999845,0.23865137
11,0.053908220054960355,0.25449564269727015,0.058783915,0.2529448,-0.033073373,0.24592517,-0.013842833084221,0.2513637660110638,0.007981261,0.035603825,0.0025281538,0.17342782
12,0.05016122991607926,0.2688853932329669,0.05309365,0.265895,-0.036738332,0.2581534,-0.015150641893851,0.2623357044409797,0.017876398,0.060692295,-0.00515564,0.22889204
13,0.05541585654571894,0.26496591177012224,0.058466434,0.26068437,-0.032699198,0.25309756,-0.0133307724734672,0.2596351841027322,0.02561039,0.09254498,-0.024625108,0.27629283
14,0.053567570623731096,0.2651988271388531,0.05620575,0.2627862,-0.035747807,0.2546261,-0.0147704886896427,0.2599018550243862,0.029978458,0.12660626,-0.03792309,0.34671223
15,0.04002575956399747,0.20350538876378368,0.042836055,0.20161483,0.0043792245,0.22069396,0.0005445832948262,0.2437786788370361,-0.03574749,0.10460897,-0.03636928,0.31290168
16,0.04187261367976321,0.23370074209741745,0.04467443,0.23207474,0.008632793,0.251685,0.0027829456507388,0.2790006126503661,-0.01824664,0.05827403,-0.10925428,0.17378753
17,0.045180652000450745,0.23609110583784423,0.04686973,0.23232883,0.0053355834,0.24992791,0.0034518964792528,0.2762395479908412,-0.027473891,0.09410526,-0.067664824,0.28983158
18,0.028775442408598327,0.2689561116348261,0.034215838,0.26615,0.00954842,0.2844722,0.0015171683210053,0.3102425813442815,-0.035573076,0.10606298,-0.063145205,0.32099587
19,0.0557695810903753,0.2914808064105389,0.060404476,0.28854004,-0.0399598,0.28477347,-0.0158677060395235,0.2906700189788166,0.02799625,0.100872785,-0.032847025,0.2984566
20,0.0475193981005939,0.2470163488586781,0.048336804,0.24321675,0.005445172,0.26280025,0.002176002689901,0.288618033044247,-0.030706549,0.09358257,-0.03640371,0.2948089
21,0.038813932936157286,0.29322356979550657,0.039489333,0.28863442,0.010739671,0.30544066,0.0035093315075255,0.3338506459320636,-0.031438343,0.10851381,-0.04345655,0.2832286
22,0.05492791873018926,0.2776295821322619,0.055027854,0.27482444,-0.038126275,0.26836333,-0.0158083080174561,0.2746351698966793,0.026699824,0.106115885,-0.038751647,0.27938825
23,0.03525719798004497,0.25235256528075994,0.039749242,0.24940708,0.0063874032,0.2652411,0.0019880454962483,0.2946116489996804,-0.024819845,0.094208054,-0.03879593,0.26521626
24,0.05153300182130107,0.23580704557440824,0.052241523,0.23416734,-0.035769764,0.22912842,-0.0143294225319962,0.2365380810205153,0.027476326,0.10386061,-0.015913336,0.31169093
25,0.05060025260856808,0.2601569565599821,0.052773885,0.25719926,-0.037749257,0.2519867,-0.0165580614383797,0.2601330179939867,-0.0056612836,0.013731419,0.042926818,0.10534723
26,0.058898896492211195,0.24575826062674314,0.063845135,0.24549392,-0.03711204,0.23968896,-0.0135055580392171,0.2464703239321456,-0.049404636,-0.09794302,0.07778658,0.13833652
27,0.04277728392765165,0.18692508271711547,0.04561691,0.18275225,0.0031965154,0.20017515,0.0011088089040663,0.2236347931399037,0.023847606,-0.03354687,0.06587073,0.14547831
28,0.04360334520934109,0.2575283532975937,0.04928289,0.25433266,-0.039362904,0.24773903,-0.0159153697241847,0.2527159455188874,-0.032780014,-0.04888654,0.07235387,0.16548647
29,0.05253127376232858,0.28666043079608633,0.055065338,0.2821066,-0.038361114,0.27721742,-0.0153075058209607,0.2813576185130377,-0.02371124,-0.010530216,0.06806131,0.15562066
30,0.05447201214815312,0.275165480889854,0.059714515,0.27459443,-0.034141615,0.26831594,-0.0141665153651157,0.2771176910689948,-0.017851824,-0.0052235443,0.058740415,0.12222
31,0.02904698914063121,0.18882202891810587,0.035018183,0.18656346,0.0013100861,0.20240496,-0.0006693417008912,0.224828533326977,0.045303304,-0.06375326,0.08369162,0.19243096
32,0.05522840257485792,0.24201608750790946,0.059628792,0.2414165,-0.032097258,0.23154575,-0.013369755207566,0.2365993325203679,-0.027706252,-0.033943206,0.05846749,0.13824196
33,0.05631466334554482,0.26820116139339706,0.06179938,0.2676028,-0.037108533,0.26236975,-0.0145512492696922,0.2649986274629241,0.0022052824,0.055801496,0.03145497,0.090858646
34,0.03322924973652132,0.19994920191568677,0.038507253,0.19959931,0.0040232423,0.21743271,0.0005885015806477,0.2380561279067687,0.01796145,-0.0040023937,0.07123376,0.19594087
35,0.05678390164703744,0.24334742953705923,0.06180102,0.2421998,-0.03449838,0.23516579,-0.0133285666345895,0.2412605745870908,-0.027219692,-0.025809964,0.05523677,0.13364893
36,0.04973977571766236,0.24293766133201158,0.05397076,0.23974234,-0.036134206,0.23135816,-0.0161665795371334,0.2360447661930221,-0.029022455,-0.027340697,0.074337825,0.16984999
37,0.038575091932609676,0.23841693784624987,0.040499706,0.23805077,0.004404311,0.25444943,0.0012092737468964,0.2830160603961793,0.0192888,0.009184648,0.060807407,0.17910536
38,0.05514710846619732,0.26596346748698296,0.05521038,0.2623464,-0.033170633,0.2525077,-0.0149973237131979,0.2595825670433948,-0.015837638,0.019491408,0.05354596,0.18538326
39,0.03953904818581013,0.2727207777776133,0.04162509,0.27164084,0.0085962275,0.28813362,0.0036816848416764,0.3173853444320997,0.042818498,-0.09239573,0.07926278,0.14380674
40,0.04139432336305881,0.24479437340637658,0.046731874,0.24246497,0.0064778687,0.26113442,0.0026702857721321,0.2878073976555623,0.031093879,-0.06827987,0.06706183,0.10563734
41,0.02071692132956875,0.17137225699022737,0.023958871,0.17037861,-0.004584797,0.18079716,-0.0027514246149328,0.1963661848488299,0.046685256,-0.110931456,0.06268101,0.084188156
42,0.03810933858604969,0.2614107070708935,0.03944897,0.2567007,0.007829209,0.27483374,0.0034222012919959,0.3020342899660104,0.051309936,-0.102825075,0.09111238,0.12718543
43,0.03779869311388832,0.26048079070907165,0.041258067,0.25730047,0.007829001,0.27505246,0.0024331451629215,0.30098988633421,0.038394812,-0.09756465,0.09403746,0.101914875
44,0.05016963003671117,0.27123197789974907,0.05289851,0.27088723,-0.03468973,0.26429704,-0.0149644654725702,0.2708303089935021,-0.04470415,-0.10495011,0.076679066,0.10514237
45,0.049035569459797736,0.25962922944261535,0.054074164,0.25856733,-0.032160204,0.2517068,-0.014120723646655,0.2592845285166984,-0.021918189,-0.021050958,0.054993387,0.12645477
46,0.035093946106991986,0.25143364515996813,0.036387183,0.24681602,0.004978695,0.26349905,0.001162841542993,0.2898187724020131,0.050809283,-0.117581524,0.0902395,0.12944655
47,0.05772384442850125,0.2590717063297449,0.06159794,0.2568317,-0.03617559,0.24786077,-0.0129899393829636,0.25705425047977,-0.02586121,-0.03788392,0.058513895,0.09156427
48,0.056441004691713606,0.32265466190506176,0.0570122,0.3194484,-0.04346479,0.31473982,-0.0166408808815043,0.324790259270964,-0.013121935,0.038075,0.040345047,0.18236437
49,0.06050772473289463,0.26153288779183137,0.061736282,0.25936696,-0.03230762,0.25216874,-0.0129482619843182,0.2579647923800054,-0.022154184,-0.022963375,0.064765245,0.122708604
50,0.04934886158044631,0.2313853065873936,0.055030588,0.2279424,-0.03621174,0.22249752,-0.0132801116582458,0.2270420861241871,-0.020027291,0.011468919,0.05868968,0.16058612
51,0.05338576113446328,0.25455805024372147,0.05384303,0.2529561,-0.034618672,0.24671634,-0.0152666379462001,0.2513513025787569,-0.0442376,-0.17606239,0.059932876,0.058590632
52,0.061760176049988715,0.2848301899692566,0.06250981,0.28101695,-0.036158074,0.2732622,-0.0138334182324845,0.2843947922529665,-0.025858121,-0.14797223,0.06623383,0.06223312
53,0.03946447604306009,0.2506969042829549,0.039886493,0.24964827,0.005351596,0.26807582,0.0012002730282911,0.2903720576692959,0.0085109845,-0.043479558,0.03836678,0.004284116
54,0.033602797020947234,0.2242373103335278,0.03836624,0.22204733,0.004555581,0.23966756,-0.000156516329448,0.2604885115564924,0.008249654,-0.038021658,0.0053426675,-0.01893731
