dose_character	treatment	name
1000	S1053	Entinostat (MS-275)
10000	S1053	Entinostat (MS-275)
10000	S1053	Entinostat (MS-275)
10000	S1053	Entinostat (MS-275)
10000	S1053	Entinostat (MS-275)
10000	S1053	Entinostat (MS-275)
10000	S1053	Entinostat (MS-275)
10	S1055	Enzastaurin (LY317615)
10	S1055	Enzastaurin (LY317615)
10	S1055	Enzastaurin (LY317615)
10	S1055	Enzastaurin (LY317615)
10	S1055	Enzastaurin (LY317615)
10	S1055	Enzastaurin (LY317615)
100	S1055	Enzastaurin (LY317615)
100	S1055	Enzastaurin (LY317615)
100	S1055	Enzastaurin (LY317615)
100	S1055	Enzastaurin (LY317615)
100	S1055	Enzastaurin (LY317615)
100	S1055	Enzastaurin (LY317615)
1000	S1055	Enzastaurin (LY317615)
1000	S1055	Enzastaurin (LY317615)
1000	S1055	Enzastaurin (LY317615)
1000	S1055	Enzastaurin (LY317615)
1000	S1055	Enzastaurin (LY317615)
1000	S1055	Enzastaurin (LY317615)
10000	S1055	Enzastaurin (LY317615)
10000	S1055	Enzastaurin (LY317615)
10000	S1055	Enzastaurin (LY317615)
10000	S1055	Enzastaurin (LY317615)
10000	S1055	Enzastaurin (LY317615)
10000	S1055	Enzastaurin (LY317615)
10	S1056	AC480 (BMS-599626)
10	S1056	AC480 (BMS-599626)
10	S1056	AC480 (BMS-599626)
10	S1056	AC480 (BMS-599626)
10	S1056	AC480 (BMS-599626)
10	S1056	AC480 (BMS-599626)
100	S1056	AC480 (BMS-599626)
100	S1056	AC480 (BMS-599626)
100	S1056	AC480 (BMS-599626)
100	S1056	AC480 (BMS-599626)
100	S1056	AC480 (BMS-599626)
100	S1056	AC480 (BMS-599626)
1000	S1056	AC480 (BMS-599626)
1000	S1056	AC480 (BMS-599626)
1000	S1056	AC480 (BMS-599626)
1000	S1056	AC480 (BMS-599626)
1000	S1056	AC480 (BMS-599626)
1000	S1056	AC480 (BMS-599626)
10000	S1056	AC480 (BMS-599626)
10000	S1056	AC480 (BMS-599626)
10000	S1056	AC480 (BMS-599626)
10000	S1056	AC480 (BMS-599626)
10000	S1056	AC480 (BMS-599626)
10000	S1056	AC480 (BMS-599626)
10	S1057	Obatoclax Mesylate (GX15-070)
10	S1057	Obatoclax Mesylate (GX15-070)
10	S1057	Obatoclax Mesylate (GX15-070)
10	S1057	Obatoclax Mesylate (GX15-070)
10	S1057	Obatoclax Mesylate (GX15-070)
10	S1057	Obatoclax Mesylate (GX15-070)
100	S1057	Obatoclax Mesylate (GX15-070)
100	S1057	Obatoclax Mesylate (GX15-070)
100	S1057	Obatoclax Mesylate (GX15-070)
