dose_character	treatment	name
100	S1057	Obatoclax Mesylate (GX15-070)
100	S1057	Obatoclax Mesylate (GX15-070)
100	S1057	Obatoclax Mesylate (GX15-070)
1000	S1057	Obatoclax Mesylate (GX15-070)
1000	S1057	Obatoclax Mesylate (GX15-070)
1000	S1057	Obatoclax Mesylate (GX15-070)
1000	S1057	Obatoclax Mesylate (GX15-070)
1000	S1057	Obatoclax Mesylate (GX15-070)
1000	S1057	Obatoclax Mesylate (GX15-070)
10000	S1057	Obatoclax Mesylate (GX15-070)
10000	S1057	Obatoclax Mesylate (GX15-070)
10000	S1057	Obatoclax Mesylate (GX15-070)
10000	S1057	Obatoclax Mesylate (GX15-070)
10000	S1057	Obatoclax Mesylate (GX15-070)
10000	S1057	Obatoclax Mesylate (GX15-070)
10	S1066	SL-327
10	S1066	SL-327
10	S1066	SL-327
10	S1066	SL-327
10	S1066	SL-327
10	S1066	SL-327
100	S1066	SL-327
100	S1066	SL-327
100	S1066	SL-327
100	S1066	SL-327
100	S1066	SL-327
100	S1066	SL-327
1000	S1066	SL-327
1000	S1066	SL-327
1000	S1066	SL-327
1000	S1066	SL-327
1000	S1066	SL-327
1000	S1066	SL-327
10000	S1066	SL-327
10000	S1066	SL-327
10000	S1066	SL-327
10000	S1066	SL-327
10000	S1066	SL-327
10000	S1066	SL-327
10	S1067	SB431542
10	S1067	SB431542
10	S1067	SB431542
10	S1067	SB431542
10	S1067	SB431542
10	S1067	SB431542
100	S1067	SB431542
100	S1067	SB431542
100	S1067	SB431542
100	S1067	SB431542
100	S1067	SB431542
100	S1067	SB431542
1000	S1067	SB431542
1000	S1067	SB431542
1000	S1067	SB431542
1000	S1067	SB431542
1000	S1067	SB431542
1000	S1067	SB431542
10000	S1067	SB431542
10000	S1067	SB431542
10000	S1067	SB431542
10000	S1067	SB431542
10000	S1067	SB431542
10000	S1067	SB431542
10	S1068	Crizotinib (PF-02341066)
10	S1068	Crizotinib (PF-02341066)
10	S1068	Crizotinib (PF-02341066)
10	S1068	Crizotinib (PF-02341066)
10	S1068	Crizotinib (PF-02341066)
10	S1068	Crizotinib (PF-02341066)
100	S1068	Crizotinib (PF-02341066)
100	S1068	Crizotinib (PF-02341066)
100	S1068	Crizotinib (PF-02341066)
100	S1068	Crizotinib (PF-02341066)
100	S1068	Crizotinib (PF-02341066)
100	S1068	Crizotinib (PF-02341066)
1000	S1068	Crizotinib (PF-02341066)
1000	S1068	Crizotinib (PF-02341066)
1000	S1068	Crizotinib (PF-02341066)
1000	S1068	Crizotinib (PF-02341066)
1000	S1068	Crizotinib (PF-02341066)
1000	S1068	Crizotinib (PF-02341066)
10000	S1068	Crizotinib (PF-02341066)
10000	S1068	Crizotinib (PF-02341066)
10000	S1068	Crizotinib (PF-02341066)
10000	S1068	Crizotinib (PF-02341066)
10000	S1068	Crizotinib (PF-02341066)
10000	S1068	Crizotinib (PF-02341066)
10	S1069	Luminespib (AUY-922, NVP-AUY922)
10	S1069	Luminespib (AUY-922, NVP-AUY922)
10	S1069	Luminespib (AUY-922, NVP-AUY922)
10	S1069	Luminespib (AUY-922, NVP-AUY922)
10	S1069	Luminespib (AUY-922, NVP-AUY922)
10	S1069	Luminespib (AUY-922, NVP-AUY922)
100	S1069	Luminespib (AUY-922, NVP-AUY922)
100	S1069	Luminespib (AUY-922, NVP-AUY922)
100	S1069	Luminespib (AUY-922, NVP-AUY922)
100	S1069	Luminespib (AUY-922, NVP-AUY922)
100	S1069	Luminespib (AUY-922, NVP-AUY922)
100	S1069	Luminespib (AUY-922, NVP-AUY922)
1000	S1069	Luminespib (AUY-922, NVP-AUY922)
1000	S1069	Luminespib (AUY-922, NVP-AUY922)
1000	S1069	Luminespib (AUY-922, NVP-AUY922)
1000	S1069	Luminespib (AUY-922, NVP-AUY922)
1000	S1069	Luminespib (AUY-922, NVP-AUY922)
1000	S1069	Luminespib (AUY-922, NVP-AUY922)
10000	S1069	Luminespib (AUY-922, NVP-AUY922)
10000	S1069	Luminespib (AUY-922, NVP-AUY922)
10000	S1069	Luminespib (AUY-922, NVP-AUY922)
10000	S1069	Luminespib (AUY-922, NVP-AUY922)
10000	S1069	Luminespib (AUY-922, NVP-AUY922)
10000	S1069	Luminespib (AUY-922, NVP-AUY922)
10	S1085	Belinostat (PXD101)
10	S1085	Belinostat (PXD101)
10	S1085	Belinostat (PXD101)
10	S1085	Belinostat (PXD101)
10	S1085	Belinostat (PXD101)
10	S1085	Belinostat (PXD101)
10	S1085	Belinostat (PXD101)
10	S1085	Belinostat (PXD101)
100	S1085	Belinostat (PXD101)
100	S1085	Belinostat (PXD101)
100	S1085	Belinostat (PXD101)
100	S1085	Belinostat (PXD101)
100	S1085	Belinostat (PXD101)
100	S1085	Belinostat (PXD101)
100	S1085	Belinostat (PXD101)
100	S1085	Belinostat (PXD101)
1000	S1085	Belinostat (PXD101)
1000	S1085	Belinostat (PXD101)
1000	S1085	Belinostat (PXD101)
1000	S1085	Belinostat (PXD101)
1000	S1085	Belinostat (PXD101)
1000	S1085	Belinostat (PXD101)
1000	S1085	Belinostat (PXD101)
1000	S1085	Belinostat (PXD101)
10000	S1085	Belinostat (PXD101)
10000	S1085	Belinostat (PXD101)
10000	S1085	Belinostat (PXD101)
10000	S1085	Belinostat (PXD101)
10000	S1085	Belinostat (PXD101)
10000	S1085	Belinostat (PXD101)
10000	S1085	Belinostat (PXD101)
10000	S1085	Belinostat (PXD101)
10	S1087	Iniparib (BSI-201)
10	S1087	Iniparib (BSI-201)
10	S1087	Iniparib (BSI-201)
10	S1087	Iniparib (BSI-201)
10	S1087	Iniparib (BSI-201)
10	S1087	Iniparib (BSI-201)
10	S1087	Iniparib (BSI-201)
10	S1087	Iniparib (BSI-201)
100	S1087	Iniparib (BSI-201)
100	S1087	Iniparib (BSI-201)
100	S1087	Iniparib (BSI-201)
100	S1087	Iniparib (BSI-201)
100	S1087	Iniparib (BSI-201)
100	S1087	Iniparib (BSI-201)
100	S1087	Iniparib (BSI-201)
100	S1087	Iniparib (BSI-201)
1000	S1087	Iniparib (BSI-201)
1000	S1087	Iniparib (BSI-201)
1000	S1087	Iniparib (BSI-201)
1000	S1087	Iniparib (BSI-201)
1000	S1087	Iniparib (BSI-201)
1000	S1087	Iniparib (BSI-201)
1000	S1087	Iniparib (BSI-201)
1000	S1087	Iniparib (BSI-201)
10000	S1087	Iniparib (BSI-201)
10000	S1087	Iniparib (BSI-201)
10000	S1087	Iniparib (BSI-201)
10000	S1087	Iniparib (BSI-201)
10000	S1087	Iniparib (BSI-201)
10000	S1087	Iniparib (BSI-201)
10000	S1087	Iniparib (BSI-201)
10000	S1087	Iniparib (BSI-201)
10	S1090	Abexinostat (PCI-24781)
10	S1090	Abexinostat (PCI-24781)
10	S1090	Abexinostat (PCI-24781)
10	S1090	Abexinostat (PCI-24781)
10	S1090	Abexinostat (PCI-24781)
10	S1090	Abexinostat (PCI-24781)
10	S1090	Abexinostat (PCI-24781)
10	S1090	Abexinostat (PCI-24781)
100	S1090	Abexinostat (PCI-24781)
100	S1090	Abexinostat (PCI-24781)
100	S1090	Abexinostat (PCI-24781)
100	S1090	Abexinostat (PCI-24781)
100	S1090	Abexinostat (PCI-24781)
100	S1090	Abexinostat (PCI-24781)
100	S1090	Abexinostat (PCI-24781)
100	S1090	Abexinostat (PCI-24781)
1000	S1090	Abexinostat (PCI-24781)
1000	S1090	Abexinostat (PCI-24781)
1000	S1090	Abexinostat (PCI-24781)
1000	S1090	Abexinostat (PCI-24781)
1000	S1090	Abexinostat (PCI-24781)
1000	S1090	Abexinostat (PCI-24781)
1000	S1090	Abexinostat (PCI-24781)
1000	S1090	Abexinostat (PCI-24781)
10000	S1090	Abexinostat (PCI-24781)
10000	S1090	Abexinostat (PCI-24781)
10000	S1090	Abexinostat (PCI-24781)
10000	S1090	Abexinostat (PCI-24781)
10000	S1090	Abexinostat (PCI-24781)
10000	S1090	Abexinostat (PCI-24781)
10000	S1090	Abexinostat (PCI-24781)
10000	S1090	Abexinostat (PCI-24781)
10	S1095	Dacinostat (LAQ824)
10	S1095	Dacinostat (LAQ824)
10	S1095	Dacinostat (LAQ824)
10	S1095	Dacinostat (LAQ824)
10	S1095	Dacinostat (LAQ824)
10	S1095	Dacinostat (LAQ824)
10	S1095	Dacinostat (LAQ824)
10	S1095	Dacinostat (LAQ824)
100	S1095	Dacinostat (LAQ824)
100	S1095	Dacinostat (LAQ824)
100	S1095	Dacinostat (LAQ824)
100	S1095	Dacinostat (LAQ824)
100	S1095	Dacinostat (LAQ824)
100	S1095	Dacinostat (LAQ824)
100	S1095	Dacinostat (LAQ824)
100	S1095	Dacinostat (LAQ824)
1000	S1095	Dacinostat (LAQ824)
1000	S1095	Dacinostat (LAQ824)
1000	S1095	Dacinostat (LAQ824)
1000	S1095	Dacinostat (LAQ824)
1000	S1095	Dacinostat (LAQ824)
1000	S1095	Dacinostat (LAQ824)
1000	S1095	Dacinostat (LAQ824)
1000	S1095	Dacinostat (LAQ824)
10000	S1095	Dacinostat (LAQ824)
10000	S1095	Dacinostat (LAQ824)
10000	S1095	Dacinostat (LAQ824)
10000	S1095	Dacinostat (LAQ824)
10000	S1095	Dacinostat (LAQ824)
10000	S1095	Dacinostat (LAQ824)
10000	S1095	Dacinostat (LAQ824)
10000	S1095	Dacinostat (LAQ824)
10	S1096	Quisinostat (JNJ-26481585) 2HCl
10	S1096	Quisinostat (JNJ-26481585) 2HCl
10	S1096	Quisinostat (JNJ-26481585) 2HCl
10	S1096	Quisinostat (JNJ-26481585) 2HCl
10	S1096	Quisinostat (JNJ-26481585) 2HCl
10	S1096	Quisinostat (JNJ-26481585) 2HCl
10	S1096	Quisinostat (JNJ-26481585) 2HCl
10	S1096	Quisinostat (JNJ-26481585) 2HCl
100	S1096	Quisinostat (JNJ-26481585) 2HCl
100	S1096	Quisinostat (JNJ-26481585) 2HCl
100	S1096	Quisinostat (JNJ-26481585) 2HCl
100	S1096	Quisinostat (JNJ-26481585) 2HCl
100	S1096	Quisinostat (JNJ-26481585) 2HCl
100	S1096	Quisinostat (JNJ-26481585) 2HCl
100	S1096	Quisinostat (JNJ-26481585) 2HCl
100	S1096	Quisinostat (JNJ-26481585) 2HCl
1000	S1096	Quisinostat (JNJ-26481585) 2HCl
1000	S1096	Quisinostat (JNJ-26481585) 2HCl
1000	S1096	Quisinostat (JNJ-26481585) 2HCl
1000	S1096	Quisinostat (JNJ-26481585) 2HCl
1000	S1096	Quisinostat (JNJ-26481585) 2HCl
1000	S1096	Quisinostat (JNJ-26481585) 2HCl
1000	S1096	Quisinostat (JNJ-26481585) 2HCl
1000	S1096	Quisinostat (JNJ-26481585) 2HCl
10000	S1096	Quisinostat (JNJ-26481585) 2HCl
10000	S1096	Quisinostat (JNJ-26481585) 2HCl
10000	S1096	Quisinostat (JNJ-26481585) 2HCl
10000	S1096	Quisinostat (JNJ-26481585) 2HCl
10000	S1096	Quisinostat (JNJ-26481585) 2HCl
10000	S1096	Quisinostat (JNJ-26481585) 2HCl
10000	S1096	Quisinostat (JNJ-26481585) 2HCl
10000	S1096	Quisinostat (JNJ-26481585) 2HCl
10	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
10	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
10	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
10	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
10	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
10	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
10	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
10	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
100	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
100	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
100	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
100	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
100	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
100	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
100	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
100	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
1000	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
1000	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
1000	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
1000	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
1000	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
1000	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
1000	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
1000	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
10000	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
10000	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
10000	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
10000	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
10000	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
10000	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
10000	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
10000	S1098	Rucaparib (AG-014699,PF-01367338) phosphate
10	S1100	MLN8054
10	S1100	MLN8054
10	S1100	MLN8054
10	S1100	MLN8054
10	S1100	MLN8054
10	S1100	MLN8054
10	S1100	MLN8054
10	S1100	MLN8054
100	S1100	MLN8054
100	S1100	MLN8054
100	S1100	MLN8054
100	S1100	MLN8054
100	S1100	MLN8054
100	S1100	MLN8054
100	S1100	MLN8054
100	S1100	MLN8054
1000	S1100	MLN8054
1000	S1100	MLN8054
1000	S1100	MLN8054
1000	S1100	MLN8054
1000	S1100	MLN8054
1000	S1100	MLN8054
1000	S1100	MLN8054
1000	S1100	MLN8054
10000	S1100	MLN8054
10000	S1100	MLN8054
10000	S1100	MLN8054
10000	S1100	MLN8054
10000	S1100	MLN8054
10000	S1100	MLN8054
10000	S1100	MLN8054
10000	S1100	MLN8054
10	S1103	ZM 447439
10	S1103	ZM 447439
10	S1103	ZM 447439
10	S1103	ZM 447439
10	S1103	ZM 447439
10	S1103	ZM 447439
10	S1103	ZM 447439
10	S1103	ZM 447439
100	S1103	ZM 447439
100	S1103	ZM 447439
100	S1103	ZM 447439
100	S1103	ZM 447439
100	S1103	ZM 447439
100	S1103	ZM 447439
100	S1103	ZM 447439
100	S1103	ZM 447439
1000	S1103	ZM 447439
1000	S1103	ZM 447439
1000	S1103	ZM 447439
1000	S1103	ZM 447439
1000	S1103	ZM 447439
1000	S1103	ZM 447439
1000	S1103	ZM 447439
1000	S1103	ZM 447439
10000	S1103	ZM 447439
10000	S1103	ZM 447439
10000	S1103	ZM 447439
10000	S1103	ZM 447439
10000	S1103	ZM 447439
10000	S1103	ZM 447439
10000	S1103	ZM 447439
10000	S1103	ZM 447439
10	S1107	Danusertib (PHA-739358)
10	S1107	Danusertib (PHA-739358)
10	S1107	Danusertib (PHA-739358)
10	S1107	Danusertib (PHA-739358)
10	S1107	Danusertib (PHA-739358)
10	S1107	Danusertib (PHA-739358)
10	S1107	Danusertib (PHA-739358)
10	S1107	Danusertib (PHA-739358)
100	S1107	Danusertib (PHA-739358)
100	S1107	Danusertib (PHA-739358)
100	S1107	Danusertib (PHA-739358)
100	S1107	Danusertib (PHA-739358)
100	S1107	Danusertib (PHA-739358)
100	S1107	Danusertib (PHA-739358)
100	S1107	Danusertib (PHA-739358)
100	S1107	Danusertib (PHA-739358)
1000	S1107	Danusertib (PHA-739358)
1000	S1107	Danusertib (PHA-739358)
1000	S1107	Danusertib (PHA-739358)
1000	S1107	Danusertib (PHA-739358)
1000	S1107	Danusertib (PHA-739358)
1000	S1107	Danusertib (PHA-739358)
1000	S1107	Danusertib (PHA-739358)
1000	S1107	Danusertib (PHA-739358)
10000	S1107	Danusertib (PHA-739358)
10000	S1107	Danusertib (PHA-739358)
10000	S1107	Danusertib (PHA-739358)
10000	S1107	Danusertib (PHA-739358)
10000	S1107	Danusertib (PHA-739358)
10000	S1107	Danusertib (PHA-739358)
10000	S1107	Danusertib (PHA-739358)
10000	S1107	Danusertib (PHA-739358)
10	S1122	Mocetinostat (MGCD0103)
10	S1122	Mocetinostat (MGCD0103)
10	S1122	Mocetinostat (MGCD0103)
10	S1122	Mocetinostat (MGCD0103)
10	S1122	Mocetinostat (MGCD0103)
10	S1122	Mocetinostat (MGCD0103)
10	S1122	Mocetinostat (MGCD0103)
10	S1122	Mocetinostat (MGCD0103)
100	S1122	Mocetinostat (MGCD0103)
100	S1122	Mocetinostat (MGCD0103)
100	S1122	Mocetinostat (MGCD0103)
100	S1122	Mocetinostat (MGCD0103)
100	S1122	Mocetinostat (MGCD0103)
100	S1122	Mocetinostat (MGCD0103)
100	S1122	Mocetinostat (MGCD0103)
100	S1122	Mocetinostat (MGCD0103)
1000	S1122	Mocetinostat (MGCD0103)
1000	S1122	Mocetinostat (MGCD0103)
1000	S1122	Mocetinostat (MGCD0103)
1000	S1122	Mocetinostat (MGCD0103)
1000	S1122	Mocetinostat (MGCD0103)
1000	S1122	Mocetinostat (MGCD0103)
1000	S1122	Mocetinostat (MGCD0103)
1000	S1122	Mocetinostat (MGCD0103)
10000	S1122	Mocetinostat (MGCD0103)
10000	S1122	Mocetinostat (MGCD0103)
10000	S1122	Mocetinostat (MGCD0103)
10000	S1122	Mocetinostat (MGCD0103)
10000	S1122	Mocetinostat (MGCD0103)
10000	S1122	Mocetinostat (MGCD0103)
10000	S1122	Mocetinostat (MGCD0103)
10000	S1122	Mocetinostat (MGCD0103)
10	S1124	BMS-754807
10	S1124	BMS-754807
10	S1124	BMS-754807
10	S1124	BMS-754807
10	S1124	BMS-754807
10	S1124	BMS-754807
100	S1124	BMS-754807
100	S1124	BMS-754807
100	S1124	BMS-754807
100	S1124	BMS-754807
100	S1124	BMS-754807
100	S1124	BMS-754807
1000	S1124	BMS-754807
1000	S1124	BMS-754807
1000	S1124	BMS-754807
1000	S1124	BMS-754807
1000	S1124	BMS-754807
1000	S1124	BMS-754807
10000	S1124	BMS-754807
10000	S1124	BMS-754807
10000	S1124	BMS-754807
10000	S1124	BMS-754807
10000	S1124	BMS-754807
10000	S1124	BMS-754807
10	S1129	SRT1720 HCl
10	S1129	SRT1720 HCl
10	S1129	SRT1720 HCl
10	S1129	SRT1720 HCl
10	S1129	SRT1720 HCl
10	S1129	SRT1720 HCl
100	S1129	SRT1720 HCl
100	S1129	SRT1720 HCl
100	S1129	SRT1720 HCl
100	S1129	SRT1720 HCl
100	S1129	SRT1720 HCl
100	S1129	SRT1720 HCl
1000	S1129	SRT1720 HCl
1000	S1129	SRT1720 HCl
1000	S1129	SRT1720 HCl
1000	S1129	SRT1720 HCl
1000	S1129	SRT1720 HCl
1000	S1129	SRT1720 HCl
10000	S1129	SRT1720 HCl
10000	S1129	SRT1720 HCl
10000	S1129	SRT1720 HCl
10000	S1129	SRT1720 HCl
10000	S1129	SRT1720 HCl
10000	S1129	SRT1720 HCl
10	S1130	YM155 (Sepantronium Bromide)
10	S1130	YM155 (Sepantronium Bromide)
10	S1130	YM155 (Sepantronium Bromide)
10	S1130	YM155 (Sepantronium Bromide)
10	S1130	YM155 (Sepantronium Bromide)
10	S1130	YM155 (Sepantronium Bromide)
100	S1130	YM155 (Sepantronium Bromide)
100	S1130	YM155 (Sepantronium Bromide)
100	S1130	YM155 (Sepantronium Bromide)
100	S1130	YM155 (Sepantronium Bromide)
100	S1130	YM155 (Sepantronium Bromide)
100	S1130	YM155 (Sepantronium Bromide)
1000	S1130	YM155 (Sepantronium Bromide)
1000	S1130	YM155 (Sepantronium Bromide)
1000	S1130	YM155 (Sepantronium Bromide)
1000	S1130	YM155 (Sepantronium Bromide)
1000	S1130	YM155 (Sepantronium Bromide)
1000	S1130	YM155 (Sepantronium Bromide)
10000	S1130	YM155 (Sepantronium Bromide)
10000	S1130	YM155 (Sepantronium Bromide)
10000	S1130	YM155 (Sepantronium Bromide)
10000	S1130	YM155 (Sepantronium Bromide)
10000	S1130	YM155 (Sepantronium Bromide)
10000	S1130	YM155 (Sepantronium Bromide)
10	S1132	INO-1001 (3-Aminobenzamide)
10	S1132	INO-1001 (3-Aminobenzamide)
10	S1132	INO-1001 (3-Aminobenzamide)
10	S1132	INO-1001 (3-Aminobenzamide)
10	S1132	INO-1001 (3-Aminobenzamide)
10	S1132	INO-1001 (3-Aminobenzamide)
100	S1132	INO-1001 (3-Aminobenzamide)
100	S1132	INO-1001 (3-Aminobenzamide)
100	S1132	INO-1001 (3-Aminobenzamide)
100	S1132	INO-1001 (3-Aminobenzamide)
100	S1132	INO-1001 (3-Aminobenzamide)
100	S1132	INO-1001 (3-Aminobenzamide)
1000	S1132	INO-1001 (3-Aminobenzamide)
1000	S1132	INO-1001 (3-Aminobenzamide)
1000	S1132	INO-1001 (3-Aminobenzamide)
1000	S1132	INO-1001 (3-Aminobenzamide)
1000	S1132	INO-1001 (3-Aminobenzamide)
1000	S1132	INO-1001 (3-Aminobenzamide)
10000	S1132	INO-1001 (3-Aminobenzamide)
10000	S1132	INO-1001 (3-Aminobenzamide)
10000	S1132	INO-1001 (3-Aminobenzamide)
10000	S1132	INO-1001 (3-Aminobenzamide)
10000	S1132	INO-1001 (3-Aminobenzamide)
10000	S1132	INO-1001 (3-Aminobenzamide)
10	S1133	Alisertib (MLN8237)
10	S1133	Alisertib (MLN8237)
10	S1133	Alisertib (MLN8237)
10	S1133	Alisertib (MLN8237)
10	S1133	Alisertib (MLN8237)
10	S1133	Alisertib (MLN8237)
10	S1133	Alisertib (MLN8237)
10	S1133	Alisertib (MLN8237)
100	S1133	Alisertib (MLN8237)
100	S1133	Alisertib (MLN8237)
100	S1133	Alisertib (MLN8237)
100	S1133	Alisertib (MLN8237)
100	S1133	Alisertib (MLN8237)
100	S1133	Alisertib (MLN8237)
100	S1133	Alisertib (MLN8237)
100	S1133	Alisertib (MLN8237)
1000	S1133	Alisertib (MLN8237)
1000	S1133	Alisertib (MLN8237)
1000	S1133	Alisertib (MLN8237)
1000	S1133	Alisertib (MLN8237)
1000	S1133	Alisertib (MLN8237)
1000	S1133	Alisertib (MLN8237)
1000	S1133	Alisertib (MLN8237)
1000	S1133	Alisertib (MLN8237)
10000	S1133	Alisertib (MLN8237)
10000	S1133	Alisertib (MLN8237)
10000	S1133	Alisertib (MLN8237)
10000	S1133	Alisertib (MLN8237)
10000	S1133	Alisertib (MLN8237)
10000	S1133	Alisertib (MLN8237)
10000	S1133	Alisertib (MLN8237)
10000	S1133	Alisertib (MLN8237)
10	S1134	AT9283
10	S1134	AT9283
10	S1134	AT9283
10	S1134	AT9283
10	S1134	AT9283
10	S1134	AT9283
10	S1134	AT9283
10	S1134	AT9283
100	S1134	AT9283
100	S1134	AT9283
100	S1134	AT9283
100	S1134	AT9283
100	S1134	AT9283
100	S1134	AT9283
100	S1134	AT9283
100	S1134	AT9283
1000	S1134	AT9283
1000	S1134	AT9283
1000	S1134	AT9283
1000	S1134	AT9283
1000	S1134	AT9283
1000	S1134	AT9283
1000	S1134	AT9283
1000	S1134	AT9283
10000	S1134	AT9283
10000	S1134	AT9283
10000	S1134	AT9283
10000	S1134	AT9283
10000	S1134	AT9283
10000	S1134	AT9283
10000	S1134	AT9283
10000	S1134	AT9283
10	S1140	Andarine
10	S1140	Andarine
10	S1140	Andarine
10	S1140	Andarine
10	S1140	Andarine
10	S1140	Andarine
100	S1140	Andarine
100	S1140	Andarine
100	S1140	Andarine
100	S1140	Andarine
100	S1140	Andarine
100	S1140	Andarine
1000	S1140	Andarine
1000	S1140	Andarine
1000	S1140	Andarine
1000	S1140	Andarine
1000	S1140	Andarine
1000	S1140	Andarine
10000	S1140	Andarine
10000	S1140	Andarine
10000	S1140	Andarine
10000	S1140	Andarine
10000	S1140	Andarine
10000	S1140	Andarine
10	S1141	Tanespimycin (17-AAG)
10	S1141	Tanespimycin (17-AAG)
10	S1141	Tanespimycin (17-AAG)
10	S1141	Tanespimycin (17-AAG)
10	S1141	Tanespimycin (17-AAG)
10	S1141	Tanespimycin (17-AAG)
100	S1141	Tanespimycin (17-AAG)
100	S1141	Tanespimycin (17-AAG)
100	S1141	Tanespimycin (17-AAG)
100	S1141	Tanespimycin (17-AAG)
100	S1141	Tanespimycin (17-AAG)
100	S1141	Tanespimycin (17-AAG)
1000	S1141	Tanespimycin (17-AAG)
1000	S1141	Tanespimycin (17-AAG)
1000	S1141	Tanespimycin (17-AAG)
1000	S1141	Tanespimycin (17-AAG)
1000	S1141	Tanespimycin (17-AAG)
1000	S1141	Tanespimycin (17-AAG)
10000	S1141	Tanespimycin (17-AAG)
10000	S1141	Tanespimycin (17-AAG)
10000	S1141	Tanespimycin (17-AAG)
10000	S1141	Tanespimycin (17-AAG)
10000	S1141	Tanespimycin (17-AAG)
10000	S1141	Tanespimycin (17-AAG)
10	S1142	Alvespimycin (17-DMAG) HCl
10	S1142	Alvespimycin (17-DMAG) HCl
10	S1142	Alvespimycin (17-DMAG) HCl
10	S1142	Alvespimycin (17-DMAG) HCl
10	S1142	Alvespimycin (17-DMAG) HCl
10	S1142	Alvespimycin (17-DMAG) HCl
100	S1142	Alvespimycin (17-DMAG) HCl
100	S1142	Alvespimycin (17-DMAG) HCl
100	S1142	Alvespimycin (17-DMAG) HCl
100	S1142	Alvespimycin (17-DMAG) HCl
100	S1142	Alvespimycin (17-DMAG) HCl
100	S1142	Alvespimycin (17-DMAG) HCl
1000	S1142	Alvespimycin (17-DMAG) HCl
1000	S1142	Alvespimycin (17-DMAG) HCl
1000	S1142	Alvespimycin (17-DMAG) HCl
1000	S1142	Alvespimycin (17-DMAG) HCl
1000	S1142	Alvespimycin (17-DMAG) HCl
1000	S1142	Alvespimycin (17-DMAG) HCl
10000	S1142	Alvespimycin (17-DMAG) HCl
10000	S1142	Alvespimycin (17-DMAG) HCl
10000	S1142	Alvespimycin (17-DMAG) HCl
10000	S1142	Alvespimycin (17-DMAG) HCl
10000	S1142	Alvespimycin (17-DMAG) HCl
10000	S1142	Alvespimycin (17-DMAG) HCl
10	S1143	AG-490 (Tyrphostin B42)
10	S1143	AG-490 (Tyrphostin B42)
10	S1143	AG-490 (Tyrphostin B42)
10	S1143	AG-490 (Tyrphostin B42)
10	S1143	AG-490 (Tyrphostin B42)
10	S1143	AG-490 (Tyrphostin B42)
100	S1143	AG-490 (Tyrphostin B42)
100	S1143	AG-490 (Tyrphostin B42)
100	S1143	AG-490 (Tyrphostin B42)
100	S1143	AG-490 (Tyrphostin B42)
100	S1143	AG-490 (Tyrphostin B42)
100	S1143	AG-490 (Tyrphostin B42)
1000	S1143	AG-490 (Tyrphostin B42)
1000	S1143	AG-490 (Tyrphostin B42)
1000	S1143	AG-490 (Tyrphostin B42)
1000	S1143	AG-490 (Tyrphostin B42)
1000	S1143	AG-490 (Tyrphostin B42)
1000	S1143	AG-490 (Tyrphostin B42)
10000	S1143	AG-490 (Tyrphostin B42)
10000	S1143	AG-490 (Tyrphostin B42)
10000	S1143	AG-490 (Tyrphostin B42)
10000	S1143	AG-490 (Tyrphostin B42)
10000	S1143	AG-490 (Tyrphostin B42)
10000	S1143	AG-490 (Tyrphostin B42)
10	S1147	Barasertib (AZD1152-HQPA)
10	S1147	Barasertib (AZD1152-HQPA)
10	S1147	Barasertib (AZD1152-HQPA)
10	S1147	Barasertib (AZD1152-HQPA)
10	S1147	Barasertib (AZD1152-HQPA)
10	S1147	Barasertib (AZD1152-HQPA)
10	S1147	Barasertib (AZD1152-HQPA)
10	S1147	Barasertib (AZD1152-HQPA)
100	S1147	Barasertib (AZD1152-HQPA)
100	S1147	Barasertib (AZD1152-HQPA)
100	S1147	Barasertib (AZD1152-HQPA)
100	S1147	Barasertib (AZD1152-HQPA)
