,bbknn_bt_b,bbknn_bt,base_bt_b,base_bt,regr_bt_b,regr_bt,combat_bt_b,combat_bt,scanorama_bt_b,scanorama_bt,mnn_bt_b,mnn_bt
0,0.05020289272418363,0.32206774849790176,0.04779887,0.29795197,0.004973748,0.30529198,-0.0047411631299728,0.3404447229151947,-0.0038625025,-0.13477622,0.2014446,0.3089056
1,0.025722456423532564,0.17138735832110122,0.022944111,0.14268295,0.00092582643,0.14591675,-0.0014193266216808,0.1944129145528444,-0.006520652,-0.1462655,0.16683736,0.34667706
2,0.04705535607309644,0.34560354539319466,0.05190767,0.35117722,0.058922444,0.3542036,-0.0041245741718975,0.4089425302438985,-0.0028362016,-0.13591544,0.19305494,0.32809114
3,0.03018134618637866,0.3381036840016605,0.031168496,0.3324909,0.023107057,0.3356413,0.0034281415328671,0.3756471555607526,0.000817047,-0.13350777,0.1887035,0.35533386
4,0.039604518825642414,0.2845608278168033,0.053722184,0.2546008,0.0065064956,0.26183572,-0.0028491480746,0.3286813490000453,-0.004032274,-0.12748404,0.12797414,0.37397236
5,0.04375993283831686,0.2944123019803834,0.056492038,0.29329106,0.06204223,0.29642248,-0.0033826942310553,0.3343578958139175,-0.0016561269,-0.13903733,0.121809386,0.38418847
6,-0.0104669430033024,0.2793142428150068,0.004608138,0.26212618,-0.015598924,0.26286122,-0.0047350432776516,0.2943851715224819,-0.003875496,-0.15591697,0.15519372,0.41756764
7,0.0382735844679991,0.346700739432226,0.036938034,0.34058732,0.04784171,0.34327555,-0.0035391436834762,0.3664373990070997,-0.0015650793,-0.14735016,0.18575074,0.37717465
8,0.009971098390918698,0.3222311170089197,0.029479442,0.32581756,0.003324756,0.32765973,-0.0053787180224263,0.359143580861925,-0.0008451095,-0.13198511,0.114082865,0.383731
9,0.03536496698598201,0.35739835238314954,0.036816508,0.35012951,0.050319705,0.35254094,-0.0040908964638535,0.3731812821042277,-0.0016400871,-0.14315934,0.14142388,0.3885259
10,0.017301710177978283,0.3804335852249589,0.013504223,0.380566,-0.0022458818,0.387144,0.0040319988936803,0.4285322872015799,0.0013650239,-0.14377323,0.15550305,0.37650692
11,0.035651154262206344,0.23974782661409672,0.04885662,0.21861756,0.044444203,0.22122422,0.0018179938170141,0.2646566703674253,0.00018167435,-0.10117711,0.13730714,0.31787744
12,0.008486546038282108,0.3213107440296514,0.015225375,0.33123913,0.016667984,0.3324267,0.0026234870314926,0.3818519660542819,0.0009839145,-0.136761,0.13457887,0.36584097
13,0.03224511986274216,0.28046191822793515,0.04697764,0.26364,0.047621574,0.26644415,-0.0024328432315132,0.2856188980676918,-0.00214104,-0.123461895,0.1470655,0.3558685
14,0.008895343592242269,0.4133058682500858,0.009580933,0.39205322,-0.0043930523,0.39682487,-0.0045783420942547,0.4512785960910097,-0.0026896023,-0.099041134,0.07915982,0.30087844
15,0.037775916442276174,0.22875853759785533,0.043392636,0.22730513,0.0030863762,0.23398691,-0.0023371290289106,0.258542559297707,-0.0038340064,-0.14021151,0.13993897,0.3798606
16,0.012732616246156552,0.3706952315085126,0.02867446,0.34417605,0.021661112,0.34760302,0.0032220255373613,0.3862209290926421,0.0026897048,-0.14939614,0.19447176,0.35771796
17,0.0490878457740115,0.32561092789308865,0.04928892,0.30776826,0.045168206,0.31233403,0.0030948146043932,0.343992366495263,-5.9746588e-05,-0.14713064,0.15239432,0.409057
18,0.02998714736681347,0.32770156834692554,0.04770721,0.30721194,0.045287613,0.3107913,-0.0035945369223743,0.3352246455424511,-0.0009334397,-0.1428813,0.13951315,0.37821224
19,0.023245629356776376,0.2538720797773939,0.020456368,0.26031104,-0.009368185,0.26134986,-0.0038789568212711,0.2784628885894056,-0.0022757514,-0.1268132,0.15955724,0.3733918
20,0.013168607862772252,0.31119882082198463,0.03159605,0.29703188,0.030219909,0.29920375,0.0023462606823463,0.348476912533502,-0.000649681,-0.1495043,0.14250124,0.3725868
21,0.024356388391724583,0.3433906261012293,0.03507778,0.31970567,0.0057309535,0.3278778,-0.0034982933202834,0.3833269033449074,-0.005866369,-0.15563463,0.16651173,0.39404932
22,0.016303452258058668,0.3165361824749393,0.025268637,0.2956529,0.0050895144,0.30094782,-0.003467085294378,0.3341541559916806,-0.0057471925,-0.14327432,0.14308608,0.3789983
23,0.045055296055992705,0.2908381273052011,0.040956452,0.27052483,0.04394716,0.27371284,-0.0027420865275422,0.2975611242193204,2.8881825e-05,-0.11972086,0.072411306,0.36238462
24,0.036859430705303356,0.3151923059313487,0.045889962,0.3002,0.003207683,0.3058338,-0.0046366797463692,0.3314188148557249,-0.0034238845,-0.15577517,0.17125505,0.3838633
25,0.005650136495166384,0.268811640142498,0.013979425,0.26631734,-0.003009883,0.27298778,-0.0033589780514502,0.3316239865391793,-0.003068251,-0.07708766,0.13128015,0.23223697
26,0.04030294967961919,0.322377679981305,0.04477003,0.30562338,0.0040487465,0.3114902,-0.0053160190690406,0.3598871329390995,-0.0025492257,-0.15925474,0.13565992,0.41394344
27,0.03892589280553552,0.3686739686321986,0.04700337,0.3592871,0.0037603576,0.36637026,-0.0059530436417437,0.4012303208364862,-0.0011688514,-0.094668105,0.09492532,0.33226842
28,0.026063327711097282,0.3266895997475521,0.040689737,0.31217536,-0.012326464,0.3228873,-0.0055392109702831,0.3672059460930504,-0.003359269,-0.16312684,0.18916927,0.3995127
29,0.02183612962365881,0.2780104817622924,0.018261008,0.27323166,0.0027301689,0.2793549,-0.0031971298794012,0.3328179361142614,-0.002145457,-0.124961294,0.14108445,0.3281608
